Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Cost,Channel,Order_Type,Profit,Profit_Margin
ORD00687,2025-03-14,CUST1001,Laptop,Electronics,East,3.0,55000,0.1,148500.0,108000,Website,Sale,40500.0,0.2727272727272727
ORD00688,2025-01-23,CUST1427,Keyboard,Accessories,North,5.0,1500,0.15,6375.0,4250,App,Sale,2125.0,0.3333333333333333
ORD00689,2025-03-12,CUST1409,Tablet,Electronics,North,4.0,22000,0.15,74800.0,62000,Website,Sale,12800.0,0.1711229946524064
ORD00690,2025-07-18,CUST1376,Webcam,Accessories,North,3.0,3200,0.2,7680.0,5700,App,Sale,1980.0,0.2578125
ORD00691,2025-12-29,CUST1291,Keyboard,Accessories,East,5.0,1500,0.0,7500.0,4250,Website,Sale,3250.0,0.43333333333333335
ORD00692,2025-09-15,CUST1043,Smartphone,Electronics,North,1.0,28000,0.1,25200.0,20500,Marketplace,Sale,4700.0,0.1865079365079365
ORD00693,2025-07-25,CUST1195,Tablet,Electronics,North,1.0,22000,0.1,19800.0,15500,Website,Sale,4300.0,0.21717171717171718
ORD00694,2025-10-05,CUST1347,Smartphone,Electronics,North,2.0,28000,0.1,50400.0,41000,Marketplace,Sale,9400.0,0.1865079365079365
ORD00695,2025-04-03,CUST1132,Laptop,Electronics,East,3.0,55000,0.15,140250.0,108000,Website,Sale,32250.0,0.22994652406417113
ORD00696,2025-01-27,CUST1137,Mouse,Accessories,West,4.0,800,0.2,2560.0,1680,App,Sale,880.0,0.34375
ORD00697,2025-07-28,CUST1126,Laptop,Electronics,South,4.0,55000,0.05,209000.0,144000,App,Sale,65000.0,0.31100478468899523
ORD00698,2025-06-05,CUST1276,Tablet,Electronics,East,1.0,22000,0.2,17600.0,15500,App,Sale,2100.0,0.11931818181818182
ORD00699,2025-10-03,CUST1334,Tablet,Electronics,North,1.0,22000,0.0,22000.0,15500,Website,Sale,6500.0,0.29545454545454547
ORD00700,2025-04-09,CUST1299,Keyboard,Accessories,East,6.0,1500,0.15,7650.0,5100,Website,Sale,2550.0,0.3333333333333333
ORD00701,2025-03-24,CUST1371,Monitor,Electronics,East,3.0,12000,0.0,36000.0,22800,Website,Sale,13200.0,0.36666666666666664
ORD00702,2025-04-18,CUST1139,Headphones,Accessories,East,6.0,2500,0.1,13500.0,8100,Marketplace,Sale,5400.0,0.4
ORD00703,2025-04-18,CUST1004,Headphones,Accessories,West,-2.0,2500,0.05,-4750.0,-2700,App,Return,-2050.0,
ORD00704,2025-12-23,CUST1275,Webcam,Accessories,East,5.0,3200,0.0,16000.0,9500,Website,Sale,6500.0,0.40625
ORD00705,2025-12-11,CUST1063,Webcam,Accessories,South,5.0,3200,0.1,14400.0,9500,Website,Sale,4900.0,0.3402777777777778
ORD00706,2025-01-05,CUST1413,Laptop,Electronics,South,3.0,55000,0.1,148500.0,108000,Website,Sale,40500.0,0.2727272727272727
ORD00707,2025-07-05,CUST1056,Tablet,Electronics,North,6.0,22000,0.2,105600.0,93000,App,Sale,12600.0,0.11931818181818182
ORD00708,2025-10-09,CUST1033,Mouse,Accessories,South,6.0,800,0.2,3840.0,2520,Website,Sale,1320.0,0.34375
ORD00709,2025-03-07,CUST1348,Mouse,Accessories,West,5.0,800,0.1,3600.0,2100,Website,Sale,1500.0,0.4166666666666667
ORD00710,2025-08-07,CUST1348,Laptop,Electronics,West,3.0,55000,0.15,140250.0,108000,Marketplace,Sale,32250.0,0.22994652406417113
ORD00711,2025-09-22,CUST1002,Mouse,Accessories,East,1.0,800,0.1,720.0,420,Website,Sale,300.0,0.4166666666666667
ORD00712,2025-10-20,CUST1084,Mouse,Accessories,North,6.0,800,0.15,4080.0,2520,Website,Sale,1560.0,0.38235294117647056
ORD00713,2025-01-15,CUST1122,Laptop,Electronics,East,5.0,55000,0.1,247500.0,180000,Website,Sale,67500.0,0.2727272727272727
ORD00714,2025-06-20,CUST1296,Mouse,Accessories,North,1.0,800,0.2,640.0,420,Website,Sale,220.0,0.34375
ORD00715,2025-07-13,CUST1312,Monitor,Electronics,North,2.0,12000,0.0,24000.0,15200,Website,Sale,8800.0,0.36666666666666664
ORD00716,2025-12-13,CUST1119,Laptop,Electronics,East,3.0,55000,0.15,140250.0,108000,App,Sale,32250.0,0.22994652406417113
ORD00717,2025-01-06,CUST1232,Tablet,Electronics,North,4.0,22000,0.2,70400.0,62000,App,Sale,8400.0,0.11931818181818182
ORD00718,2025-02-25,CUST1181,Monitor,Electronics,South,5.0,12000,0.05,57000.0,38000,App,Sale,19000.0,0.3333333333333333
ORD00719,2025-08-16,CUST1159,Smartphone,Electronics,North,1.0,28000,0.0,28000.0,20500,App,Sale,7500.0,0.26785714285714285
ORD00720,2025-03-17,CUST1029,Headphones,Accessories,East,3.0,2500,0.1,6750.0,4050,App,Sale,2700.0,0.4
ORD00721,2025-01-28,CUST1355,Mouse,Accessories,West,2.0,800,0.05,1520.0,840,App,Sale,680.0,0.4473684210526316
ORD00722,2025-12-21,CUST1448,Headphones,Accessories,North,5.0,2500,0.1,11250.0,6750,Website,Sale,4500.0,0.4
ORD00723,2025-04-23,CUST1376,Mouse,Accessories,East,6.0,800,0.05,4560.0,2520,Marketplace,Sale,2040.0,0.4473684210526316
ORD00724,2025-07-12,CUST1072,Smartphone,Electronics,South,1.0,28000,0.1,25200.0,20500,App,Sale,4700.0,0.1865079365079365
ORD00725,2025-04-07,CUST1173,Mouse,Accessories,South,2.0,800,0.1,1440.0,840,App,Sale,600.0,0.4166666666666667
ORD00726,2025-04-11,CUST1173,Keyboard,Accessories,East,1.0,1500,0.0,1500.0,850,Website,Sale,650.0,0.43333333333333335
ORD00727,2025-05-03,CUST1449,Headphones,Accessories,North,6.0,2500,0.05,14250.0,8100,App,Sale,6150.0,0.43157894736842106
ORD00728,2025-08-03,CUST1023,Webcam,Accessories,North,6.0,3200,0.1,17280.0,11400,App,Sale,5880.0,0.3402777777777778
ORD00729,2025-02-10,CUST1435,Smartphone,Electronics,North,3.0,28000,0.05,79800.0,61500,Website,Sale,18300.0,0.22932330827067668
ORD00730,2025-04-18,CUST1255,Tablet,Electronics,South,6.0,22000,0.2,105600.0,93000,Marketplace,Sale,12600.0,0.11931818181818182
ORD00731,2025-12-31,CUST1106,Tablet,Electronics,South,6.0,22000,0.15,112200.0,93000,Website,Sale,19200.0,0.1711229946524064
ORD00732,2025-05-01,CUST1130,Keyboard,Accessories,South,4.0,1500,0.15,5100.0,3400,Website,Sale,1700.0,0.3333333333333333
ORD00733,2025-06-01,CUST1218,Headphones,Accessories,West,2.0,2500,0.2,4000.0,2700,Website,Sale,1300.0,0.325
ORD00734,2025-07-08,CUST1183,Keyboard,Accessories,East,4.0,1500,0.0,6000.0,3400,App,Sale,2600.0,0.43333333333333335
ORD00735,2025-09-20,CUST1279,Monitor,Electronics,South,3.0,12000,0.05,34200.0,22800,Marketplace,Sale,11400.0,0.3333333333333333
ORD00736,2025-05-09,CUST1004,Keyboard,Accessories,East,2.0,1500,0.2,2400.0,1700,Marketplace,Sale,700.0,0.2916666666666667
ORD00737,2025-07-26,CUST1116,Laptop,Electronics,South,4.0,55000,0.2,176000.0,144000,App,Sale,32000.0,0.18181818181818182
ORD00738,2025-08-31,CUST1219,Tablet,Electronics,South,6.0,22000,0.15,112200.0,93000,Website,Sale,19200.0,0.1711229946524064
ORD00739,2025-04-18,CUST1255,Laptop,Electronics,East,3.0,55000,0.05,156750.0,108000,Marketplace,Sale,48750.0,0.31100478468899523
ORD00740,2025-06-23,CUST1166,Webcam,Accessories,North,6.0,3200,0.15,16320.0,11400,Website,Sale,4920.0,0.3014705882352941
ORD00741,2025-03-13,CUST1096,Webcam,Accessories,East,4.0,3200,0.05,12160.0,7600,App,Sale,4560.0,0.375
ORD00742,2025-08-20,CUST1423,Keyboard,Accessories,West,1.0,1500,0.05,1425.0,850,Website,Sale,575.0,0.40350877192982454
ORD00743,2025-04-06,CUST1232,Webcam,Accessories,North,3.0,3200,0.05,9120.0,5700,Website,Sale,3420.0,0.375
ORD00744,2025-03-29,CUST1244,Webcam,Accessories,West,4.0,3200,0.05,12160.0,7600,App,Sale,4560.0,0.375
ORD00745,2025-03-08,CUST1300,Webcam,Accessories,South,6.0,3200,0.15,16320.0,11400,Website,Sale,4920.0,0.3014705882352941
ORD00746,2025-05-22,CUST1269,Smartphone,Electronics,North,4.0,28000,0.0,112000.0,82000,Website,Sale,30000.0,0.26785714285714285
ORD00747,2025-08-24,CUST1177,Laptop,Electronics,South,6.0,55000,0.0,330000.0,216000,Marketplace,Sale,114000.0,0.34545454545454546
ORD00748,2025-07-20,CUST1234,Smartphone,Electronics,South,4.0,28000,0.05,106400.0,82000,App,Sale,24400.0,0.22932330827067668
ORD00749,2025-12-24,CUST1321,Webcam,Accessories,South,6.0,3200,0.0,19200.0,11400,Website,Sale,7800.0,0.40625
ORD00750,2025-12-24,CUST1039,Mouse,Accessories,North,4.0,800,0.15,2720.0,1680,Marketplace,Sale,1040.0,0.38235294117647056
ORD00751,2025-07-29,CUST1195,Keyboard,Accessories,West,2.0,1500,0.2,2400.0,1700,App,Sale,700.0,0.2916666666666667
ORD00752,2025-07-23,CUST1236,Keyboard,Accessories,North,1.0,1500,0.05,1425.0,850,App,Sale,575.0,0.40350877192982454
ORD00753,2025-08-13,CUST1150,Keyboard,Accessories,South,2.0,1500,0.05,2850.0,1700,Website,Sale,1150.0,0.40350877192982454
ORD00754,2025-03-28,CUST1365,Laptop,Electronics,South,6.0,55000,0.1,297000.0,216000,App,Sale,81000.0,0.2727272727272727
ORD00755,2025-04-21,CUST1199,Laptop,Electronics,West,6.0,55000,0.2,264000.0,216000,Website,Sale,48000.0,0.18181818181818182
ORD00756,2025-11-03,CUST1008,Webcam,Accessories,North,2.0,3200,0.05,6080.0,3800,Marketplace,Sale,2280.0,0.375
ORD00757,2025-09-04,CUST1370,Monitor,Electronics,West,2.0,12000,0.0,24000.0,15200,App,Sale,8800.0,0.36666666666666664
ORD00758,2025-02-25,CUST1061,Mouse,Accessories,North,5.0,800,0.05,3800.0,2100,Marketplace,Sale,1700.0,0.4473684210526316
ORD00759,2025-06-15,CUST1033,Webcam,Accessories,East,6.0,3200,0.1,17280.0,11400,App,Sale,5880.0,0.3402777777777778
ORD00760,2025-07-08,CUST1364,Mouse,Accessories,East,4.0,800,0.1,2880.0,1680,App,Sale,1200.0,0.4166666666666667
ORD00761,2025-03-29,CUST1170,Headphones,Accessories,East,6.0,2500,0.15,12750.0,8100,Marketplace,Sale,4650.0,0.36470588235294116
ORD00762,2025-08-12,CUST1257,Headphones,Accessories,North,1.0,2500,0.2,2000.0,1350,App,Sale,650.0,0.325
ORD00763,2025-01-11,CUST1030,Monitor,Electronics,West,3.0,12000,0.05,34200.0,22800,Marketplace,Sale,11400.0,0.3333333333333333
ORD00764,2025-04-14,CUST1378,Mouse,Accessories,South,6.0,800,0.0,4800.0,2520,Marketplace,Sale,2280.0,0.475
ORD00765,2025-06-12,CUST1117,Laptop,Electronics,East,5.0,55000,0.15,233750.0,180000,Marketplace,Sale,53750.0,0.22994652406417113
ORD00766,2025-05-05,CUST1311,Laptop,Electronics,North,6.0,55000,0.05,313500.0,216000,Marketplace,Sale,97500.0,0.31100478468899523
ORD00767,2025-04-04,CUST1104,Laptop,Electronics,South,1.0,55000,0.15,46750.0,36000,App,Sale,10750.0,0.22994652406417113
ORD00768,2025-09-10,CUST1217,Monitor,Electronics,South,4.0,12000,0.15,40800.0,30400,Marketplace,Sale,10400.0,0.2549019607843137
ORD00769,2025-05-27,CUST1193,Mouse,Accessories,West,3.0,800,0.15,2040.0,1260,Website,Sale,780.0,0.38235294117647056
ORD00770,2025-09-16,CUST1388,Webcam,Accessories,East,2.0,3200,0.15,5440.0,3800,App,Sale,1640.0,0.3014705882352941
ORD00771,2025-10-03,CUST1287,Smartphone,Electronics,North,3.0,28000,0.15,71400.0,61500,Marketplace,Sale,9900.0,0.13865546218487396
ORD00772,2025-03-11,CUST1251,Mouse,Accessories,West,2.0,800,0.05,1520.0,840,Website,Sale,680.0,0.4473684210526316
ORD00773,2025-07-11,CUST1197,Keyboard,Accessories,South,6.0,1500,0.2,7200.0,5100,App,Sale,2100.0,0.2916666666666667
ORD00774,2025-08-12,CUST1333,Headphones,Accessories,West,5.0,2500,0.15,10625.0,6750,App,Sale,3875.0,0.36470588235294116
ORD00775,2025-05-05,CUST1309,Headphones,Accessories,South,6.0,2500,0.0,15000.0,8100,App,Sale,6900.0,0.46
ORD00776,2025-05-11,CUST1203,Smartphone,Electronics,North,1.0,28000,0.0,28000.0,20500,App,Sale,7500.0,0.26785714285714285
ORD00777,2025-04-07,CUST1300,Webcam,Accessories,West,3.0,3200,0.1,8640.0,5700,Website,Sale,2940.0,0.3402777777777778
ORD00778,2025-02-25,CUST1357,Headphones,Accessories,South,2.0,2500,0.1,4500.0,2700,Website,Sale,1800.0,0.4
ORD00779,2025-01-01,CUST1090,Webcam,Accessories,South,5.0,3200,0.15,13600.0,9500,App,Sale,4100.0,0.3014705882352941
ORD00780,2025-04-12,CUST1383,Monitor,Electronics,East,4.0,12000,0.2,38400.0,30400,App,Sale,8000.0,0.20833333333333334
ORD00781,2025-05-13,CUST1141,Monitor,Electronics,North,6.0,12000,0.05,68400.0,45600,App,Sale,22800.0,0.3333333333333333
ORD00782,2025-05-01,CUST1049,Monitor,Electronics,East,1.0,12000,0.0,12000.0,7600,Website,Sale,4400.0,0.36666666666666664
ORD00783,2025-07-12,CUST1189,Keyboard,Accessories,East,4.0,1500,0.15,5100.0,3400,Marketplace,Sale,1700.0,0.3333333333333333
ORD00784,2025-05-03,CUST1412,Webcam,Accessories,West,4.0,3200,0.2,10240.0,7600,Website,Sale,2640.0,0.2578125
ORD00785,2025-03-13,CUST1188,Monitor,Electronics,South,5.0,12000,0.1,54000.0,38000,Website,Sale,16000.0,0.2962962962962963
ORD00786,2025-09-21,CUST1413,Mouse,Accessories,South,1.0,800,0.1,720.0,420,Website,Sale,300.0,0.4166666666666667
ORD00787,2025-04-30,CUST1337,Webcam,Accessories,North,6.0,3200,0.2,15360.0,11400,Website,Sale,3960.0,0.2578125
ORD00788,2025-05-31,CUST1065,Smartphone,Electronics,North,5.0,28000,0.2,112000.0,102500,Marketplace,Sale,9500.0,0.08482142857142858
ORD00789,2025-11-12,CUST1124,Tablet,Electronics,East,2.0,22000,0.15,37400.0,31000,Website,Sale,6400.0,0.1711229946524064
ORD00790,2025-02-24,CUST1368,Laptop,Electronics,West,2.0,55000,0.1,99000.0,72000,Website,Sale,27000.0,0.2727272727272727
ORD00791,2025-12-07,CUST1329,Tablet,Electronics,South,1.0,22000,0.1,19800.0,15500,Website,Sale,4300.0,0.21717171717171718
ORD00792,2025-12-01,CUST1045,Webcam,Accessories,North,2.0,3200,0.05,6080.0,3800,App,Sale,2280.0,0.375
ORD00793,2025-01-03,CUST1433,Smartphone,Electronics,West,-1.0,28000,0.15,-23800.0,-20500,Marketplace,Return,-3300.0,
ORD00794,2025-07-06,CUST1275,Smartphone,Electronics,East,5.0,28000,0.2,112000.0,102500,App,Sale,9500.0,0.08482142857142858
ORD00795,2025-06-01,CUST1306,Tablet,Electronics,North,2.0,22000,0.2,35200.0,31000,Website,Sale,4200.0,0.11931818181818182
ORD00796,2025-05-21,CUST1030,Tablet,Electronics,East,6.0,22000,0.05,125400.0,93000,App,Sale,32400.0,0.2583732057416268
ORD00797,2025-04-18,CUST1372,Mouse,Accessories,East,6.0,800,0.0,4800.0,2520,App,Sale,2280.0,0.475
ORD00798,2025-01-12,CUST1036,Headphones,Accessories,East,4.0,2500,0.15,8500.0,5400,Marketplace,Sale,3100.0,0.36470588235294116
ORD00799,2025-12-23,CUST1435,Webcam,Accessories,East,1.0,3200,0.05,3040.0,1900,Website,Sale,1140.0,0.375
ORD00800,2025-02-12,CUST1411,Smartphone,Electronics,South,4.0,28000,0.15,95200.0,82000,Website,Sale,13200.0,0.13865546218487396
ORD00801,2025-05-07,CUST1028,Monitor,Electronics,West,6.0,12000,0.05,68400.0,45600,App,Sale,22800.0,0.3333333333333333
ORD00802,2025-01-27,CUST1125,Headphones,Accessories,South,5.0,2500,0.15,10625.0,6750,Website,Sale,3875.0,0.36470588235294116
ORD00803,2025-09-08,CUST1398,Smartphone,Electronics,East,6.0,28000,0.15,142800.0,123000,Website,Sale,19800.0,0.13865546218487396
ORD00804,2025-05-21,CUST1328,Tablet,Electronics,North,3.0,22000,0.0,66000.0,46500,App,Sale,19500.0,0.29545454545454547
ORD00805,2025-01-12,CUST1330,Tablet,Electronics,East,3.0,22000,0.0,66000.0,46500,App,Sale,19500.0,0.29545454545454547
ORD00806,2025-03-06,CUST1201,Monitor,Electronics,North,6.0,12000,0.2,57600.0,45600,App,Sale,12000.0,0.20833333333333334
ORD00807,2025-08-09,CUST1002,Monitor,Electronics,East,2.0,12000,0.0,24000.0,15200,Marketplace,Sale,8800.0,0.36666666666666664
ORD00808,2025-03-04,CUST1043,Mouse,Accessories,North,6.0,800,0.05,4560.0,2520,Marketplace,Sale,2040.0,0.4473684210526316
ORD00809,2025-07-06,CUST1337,Webcam,Accessories,South,6.0,3200,0.0,19200.0,11400,App,Sale,7800.0,0.40625
ORD00810,2025-09-09,CUST1121,Headphones,Accessories,South,5.0,2500,0.2,10000.0,6750,Marketplace,Sale,3250.0,0.325
ORD00811,2025-04-21,CUST1038,Mouse,Accessories,East,5.0,800,0.1,3600.0,2100,Website,Sale,1500.0,0.4166666666666667
ORD00812,2025-11-29,CUST1274,Tablet,Electronics,South,1.0,22000,0.1,19800.0,15500,Marketplace,Sale,4300.0,0.21717171717171718
ORD00813,2025-11-21,CUST1214,Mouse,Accessories,East,6.0,800,0.1,4320.0,2520,Website,Sale,1800.0,0.4166666666666667
ORD00814,2025-07-14,CUST1033,Mouse,Accessories,North,1.0,800,0.1,720.0,420,Marketplace,Sale,300.0,0.4166666666666667
ORD00815,2025-06-20,CUST1193,Mouse,Accessories,East,3.0,800,0.0,2400.0,1260,Website,Sale,1140.0,0.475
ORD00816,2025-03-31,CUST1282,Keyboard,Accessories,North,5.0,1500,0.15,6375.0,4250,Website,Sale,2125.0,0.3333333333333333
ORD00817,2025-03-29,CUST1244,Webcam,Accessories,East,2.0,3200,0.1,5760.0,3800,Website,Sale,1960.0,0.3402777777777778
ORD00818,2025-12-18,CUST1027,Smartphone,Electronics,South,6.0,28000,0.05,159600.0,123000,Marketplace,Sale,36600.0,0.22932330827067668
ORD00819,2025-12-29,CUST1257,Webcam,Accessories,West,6.0,3200,0.15,16320.0,11400,App,Sale,4920.0,0.3014705882352941
ORD00820,2025-04-28,CUST1039,Monitor,Electronics,North,3.0,12000,0.15,30600.0,22800,App,Sale,7800.0,0.2549019607843137
ORD00821,2025-10-22,CUST1245,Keyboard,Accessories,South,-2.0,1500,0.15,-2550.0,-1700,App,Return,-850.0,
ORD00822,2025-12-24,CUST1359,Laptop,Electronics,East,5.0,55000,0.05,261250.0,180000,App,Sale,81250.0,0.31100478468899523
ORD00823,2025-05-12,CUST1089,Laptop,Electronics,East,5.0,55000,0.15,233750.0,180000,App,Sale,53750.0,0.22994652406417113
ORD00824,2025-09-21,CUST1347,Webcam,Accessories,North,4.0,3200,0.15,10880.0,7600,Website,Sale,3280.0,0.3014705882352941
ORD00825,2025-05-29,CUST1111,Keyboard,Accessories,South,3.0,1500,0.05,4275.0,2550,App,Sale,1725.0,0.40350877192982454
ORD00826,2025-01-19,CUST1181,Tablet,Electronics,East,1.0,22000,0.1,19800.0,15500,App,Sale,4300.0,0.21717171717171718
ORD00827,2025-07-25,CUST1210,Monitor,Electronics,West,4.0,12000,0.15,40800.0,30400,Website,Sale,10400.0,0.2549019607843137
ORD00828,2025-03-21,CUST1274,Mouse,Accessories,North,4.0,800,0.15,2720.0,1680,Website,Sale,1040.0,0.38235294117647056
ORD00829,2025-03-12,CUST1056,Smartphone,Electronics,North,3.0,28000,0.15,71400.0,61500,App,Sale,9900.0,0.13865546218487396
ORD00830,2025-07-22,CUST1060,Headphones,Accessories,North,1.0,2500,0.05,2375.0,1350,Website,Sale,1025.0,0.43157894736842106
ORD00831,2025-12-16,CUST1067,Headphones,Accessories,North,4.0,2500,0.2,8000.0,5400,Website,Sale,2600.0,0.325
ORD00832,2025-03-06,CUST1305,Laptop,Electronics,West,6.0,55000,0.05,313500.0,216000,Website,Sale,97500.0,0.31100478468899523
ORD00833,2025-05-29,CUST1127,Monitor,Electronics,North,4.0,12000,0.05,45600.0,30400,Marketplace,Sale,15200.0,0.3333333333333333
ORD00834,2025-12-25,CUST1096,Webcam,Accessories,North,2.0,3200,0.15,5440.0,3800,App,Sale,1640.0,0.3014705882352941
ORD00835,2025-04-28,CUST1009,Webcam,Accessories,North,1.0,3200,0.1,2880.0,1900,Website,Sale,980.0,0.3402777777777778
ORD00836,2025-07-14,CUST1261,Keyboard,Accessories,North,6.0,1500,0.05,8550.0,5100,Marketplace,Sale,3450.0,0.40350877192982454
ORD00837,2025-02-26,CUST1020,Keyboard,Accessories,South,3.0,1500,0.15,3825.0,2550,Marketplace,Sale,1275.0,0.3333333333333333
ORD00838,2025-04-19,CUST1186,Keyboard,Accessories,North,5.0,1500,0.0,7500.0,4250,Website,Sale,3250.0,0.43333333333333335
ORD00839,2025-12-09,CUST1121,Smartphone,Electronics,South,3.0,28000,0.1,75600.0,61500,App,Sale,14100.0,0.1865079365079365
ORD00840,2025-07-16,CUST1098,Monitor,Electronics,North,2.0,12000,0.2,19200.0,15200,Website,Sale,4000.0,0.20833333333333334
ORD00841,2025-07-10,CUST1022,Keyboard,Accessories,West,6.0,1500,0.15,7650.0,5100,App,Sale,2550.0,0.3333333333333333
ORD00842,2025-12-31,CUST1034,Headphones,Accessories,North,3.0,2500,0.15,6375.0,4050,App,Sale,2325.0,0.36470588235294116
ORD00843,2025-01-12,CUST1406,Keyboard,Accessories,South,6.0,1500,0.05,8550.0,5100,Website,Sale,3450.0,0.40350877192982454
ORD00844,2025-09-11,CUST1205,Monitor,Electronics,South,2.0,12000,0.15,20400.0,15200,App,Sale,5200.0,0.2549019607843137
ORD00845,2025-01-02,CUST1257,Mouse,Accessories,North,5.0,800,0.0,4000.0,2100,Marketplace,Sale,1900.0,0.475
ORD00846,2025-05-06,CUST1149,Keyboard,Accessories,South,5.0,1500,0.0,7500.0,4250,Marketplace,Sale,3250.0,0.43333333333333335
ORD00847,2025-03-10,CUST1000,Laptop,Electronics,South,6.0,55000,0.05,313500.0,216000,App,Sale,97500.0,0.31100478468899523
ORD00848,2025-07-08,CUST1029,Keyboard,Accessories,North,6.0,1500,0.05,8550.0,5100,Marketplace,Sale,3450.0,0.40350877192982454
ORD00849,2025-04-23,CUST1369,Smartphone,Electronics,West,3.0,28000,0.0,84000.0,61500,Marketplace,Sale,22500.0,0.26785714285714285
ORD00850,2025-11-17,CUST1079,Mouse,Accessories,South,4.0,800,0.05,3040.0,1680,Website,Sale,1360.0,0.4473684210526316
ORD00851,2025-08-07,CUST1096,Tablet,Electronics,South,1.0,22000,0.15,18700.0,15500,App,Sale,3200.0,0.1711229946524064
ORD00852,2025-11-28,CUST1035,Keyboard,Accessories,West,2.0,1500,0.05,2850.0,1700,App,Sale,1150.0,0.40350877192982454
ORD00853,2025-08-21,CUST1308,Monitor,Electronics,West,6.0,12000,0.2,57600.0,45600,Website,Sale,12000.0,0.20833333333333334
ORD00854,2025-02-26,CUST1405,Laptop,Electronics,East,2.0,55000,0.05,104500.0,72000,Website,Sale,32500.0,0.31100478468899523
ORD00855,2025-10-05,CUST1417,Headphones,Accessories,East,6.0,2500,0.0,15000.0,8100,Website,Sale,6900.0,0.46
ORD00856,2025-03-21,CUST1278,Keyboard,Accessories,North,6.0,1500,0.2,7200.0,5100,Website,Sale,2100.0,0.2916666666666667
ORD00857,2025-03-14,CUST1115,Mouse,Accessories,South,1.0,800,0.05,760.0,420,Website,Sale,340.0,0.4473684210526316
ORD00858,2025-12-18,CUST1182,Monitor,Electronics,East,4.0,12000,0.05,45600.0,30400,Website,Sale,15200.0,0.3333333333333333
ORD00859,2025-04-07,CUST1347,Laptop,Electronics,South,5.0,55000,0.05,261250.0,180000,Marketplace,Sale,81250.0,0.31100478468899523
ORD00860,2025-11-16,CUST1403,Monitor,Electronics,South,3.0,12000,0.15,30600.0,22800,App,Sale,7800.0,0.2549019607843137
ORD00861,2025-06-13,CUST1372,Tablet,Electronics,North,6.0,22000,0.15,112200.0,93000,Marketplace,Sale,19200.0,0.1711229946524064
ORD00862,2025-03-07,CUST1308,Webcam,Accessories,East,3.0,3200,0.1,8640.0,5700,App,Sale,2940.0,0.3402777777777778
ORD00863,2025-01-12,CUST1196,Webcam,Accessories,South,5.0,3200,0.15,13600.0,9500,Website,Sale,4100.0,0.3014705882352941
ORD00864,2025-09-27,CUST1285,Mouse,Accessories,South,-1.0,800,0.0,-800.0,-420,Website,Return,-380.0,
ORD00865,2025-01-31,CUST1124,Smartphone,Electronics,South,3.0,28000,0.15,71400.0,61500,Website,Sale,9900.0,0.13865546218487396
ORD00866,2025-03-12,CUST1359,Smartphone,Electronics,North,4.0,28000,0.0,112000.0,82000,Website,Sale,30000.0,0.26785714285714285
ORD00867,2025-09-02,CUST1006,Smartphone,Electronics,East,1.0,28000,0.05,26600.0,20500,Website,Sale,6100.0,0.22932330827067668
ORD00868,2025-03-18,CUST1369,Smartphone,Electronics,East,6.0,28000,0.2,134400.0,123000,Website,Sale,11400.0,0.08482142857142858
ORD00869,2025-05-27,CUST1005,Laptop,Electronics,West,6.0,55000,0.0,330000.0,216000,Website,Sale,114000.0,0.34545454545454546
ORD00870,2025-11-10,CUST1139,Keyboard,Accessories,North,5.0,1500,0.2,6000.0,4250,Website,Sale,1750.0,0.2916666666666667
ORD00871,2025-03-06,CUST1418,Webcam,Accessories,West,5.0,3200,0.0,16000.0,9500,Marketplace,Sale,6500.0,0.40625
ORD00872,2025-01-12,CUST1138,Webcam,Accessories,North,2.0,3200,0.0,6400.0,3800,Marketplace,Sale,2600.0,0.40625
ORD00873,2025-11-05,CUST1387,Mouse,Accessories,South,3.0,800,0.05,2280.0,1260,App,Sale,1020.0,0.4473684210526316
ORD00874,2025-04-14,CUST1288,Laptop,Electronics,West,2.0,55000,0.1,99000.0,72000,Website,Sale,27000.0,0.2727272727272727
ORD00875,2025-01-25,CUST1161,Keyboard,Accessories,South,1.0,1500,0.1,1350.0,850,Marketplace,Sale,500.0,0.37037037037037035
ORD00876,2025-08-03,CUST1012,Monitor,Electronics,West,3.0,12000,0.15,30600.0,22800,Website,Sale,7800.0,0.2549019607843137
ORD00877,2025-10-28,CUST1110,Smartphone,Electronics,South,2.0,28000,0.15,47600.0,41000,App,Sale,6600.0,0.13865546218487396
ORD00878,2025-03-24,CUST1020,Headphones,Accessories,East,4.0,2500,0.05,9500.0,5400,Website,Sale,4100.0,0.43157894736842106
ORD00879,2025-05-03,CUST1073,Monitor,Electronics,East,2.0,12000,0.2,19200.0,15200,App,Sale,4000.0,0.20833333333333334
ORD00880,2025-02-14,CUST1295,Tablet,Electronics,North,3.0,22000,0.05,62700.0,46500,Website,Sale,16200.0,0.2583732057416268
ORD00881,2025-04-02,CUST1332,Tablet,Electronics,North,3.0,22000,0.15,56100.0,46500,App,Sale,9600.0,0.1711229946524064
ORD00882,2025-07-09,CUST1225,Keyboard,Accessories,East,4.0,1500,0.15,5100.0,3400,App,Sale,1700.0,0.3333333333333333
ORD00883,2025-06-10,CUST1317,Webcam,Accessories,North,5.0,3200,0.15,13600.0,9500,App,Sale,4100.0,0.3014705882352941
