Order_ID,Order_Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Cost,Channel
ORD00744,2025/03/29,CUST1244,Webcam,Accessories,West,4,3200,0.05,12160.0,7600,App
ORD00745,03-08-2025,CUST1300,Webcam,Accessories,South ,6,3200,0.15,16320.0,11400,website
ORD00746,22/05/2025,CUST1269,Smartphone,Electronics,north,4,28000,0,112000,82000,website
ORD00747,2025/08/24,CUST1177,Laptop,Electronics,South ,6,55000,0,330000,216000,Marketplace
ORD00748,2025/07/20,CUST1234,Smartphone,Electronics,South ,4,28000,0.05,106400.0,82000,App
ORD00749,12-24-2025,CUST1321,Webcam,Accessories,South ,6,3200,0,19200,11400,Website
ORD00750,12-24-2025,CUST1039,Mouse,Accessories,north,4,800,0.15,2720.0,1680,Marketplace
ORD00751,2025/07/29,CUST1195,Keyboard,Accessories,West,2,1500,20%,2400.0,1700,App
ORD00752,2025/07/23,CUST1236,Keyboard,Accessories,north,1,1500,0.05,1425.0,850,App
ORD00753,13/08/2025,CUST1150,Keyboard,Accessories,South ,2,1500,0.05,2850.0,1700,website
ORD00754,28/03/2025,CUST1365,Laptop,Electronics,South ,6,55000,0.1,297000.0,216000,APP
ORD00755,2025-04-21,CUST1199,Laptop,Electronics,West,6,55000,0.2,264000.0,216000,Website
ORD00756,2025-11-03,CUST1008,Webcam,Accessories,North,2,3200,0.05,6080.0,3800,Marketplace
ORD00757,09/04/2025,CUST1370,Monitor,Electronics,West,2,12000,0,24000,15200,APP
ORD00758,2025/02/25,CUST1061,Mouse,Accessories,North,5,800,0.05,3800.0,2100,Marketplace
ORD00759,15/06/2025,CUST1033,Webcam,Accessories,East,6,3200,10%,17280.0,11400,APP
ORD00760,2025-07-08,CUST1364,Mouse,Accessories,EAST,4,800,0.1,2880.0,1680,APP
ORD00761,29/03/2025,CUST1170,Headphones,Accessories,EAST,6,2500,0.15,12750.0,8100,Marketplace
ORD00762,08/12/2025,CUST1257,Headphones,Accessories,North,1,2500,0.2,2000.0,1350,App
ORD00763,2025-01-11,CUST1030,Monitor,Electronics,West,3,12000,0.05,34200.0,22800,Marketplace
ORD00764,2025/04/14,CUST1378,Mouse,Accessories,South,6,800,0,4800,2520,Marketplace
ORD00765,2025-06-12,CUST1117,Laptop,Electronics,East,5,55000,0.15,233750.0,180000,Marketplace
ORD00766,05/05/2025,CUST1311,Laptop,Electronics,north,6,55000,0.05,313500.0,216000,Marketplace
ORD00767,04/04/2025,CUST1104,Laptop,Electronics,South,1,55000,15%,46750.0,36000,APP
ORD00768,09/10/2025,CUST1217,Monitor,Electronics,South,4,12000,0.15,40800.0,30400,Marketplace
ORD00769,2025/05/27,CUST1193,Mouse,Accessories,West,3,800,15%,2040.0,1260,website
ORD00770,2025-09-16,CUST1388,Webcam,Accessories,East,2,3200,15%,5440.0,3800,APP
ORD00771,2025/10/03,CUST1287,Smartphone,Electronics,North,3,28000,0.15,71400.0,61500,Marketplace
ORD00772,03-11-2025,CUST1251,Mouse,Accessories,West,2,800,5%,1520.0,840,website
ORD00773,2025-07-11,CUST1197,Keyboard,Accessories,South,6,1500,20%,7200.0,5100,App
ORD00774,2025-08-12,CUST1333,Headphones,Accessories,West,5,2500,0.15,10625.0,6750,App
ORD00775,05-05-2025,CUST1309,Headphones,Accessories,South ,6,2500,0,15000,8100,App
ORD00776,2025/05/11,CUST1203,Smartphone,Electronics,North,1,28000,0,28000,20500,APP
ORD00777,2025/04/07,CUST1300,Webcam,Accessories,West,3,3200,0.1,8640.0,5700,Website
ORD00778,2025/02/25,CUST1357,Headphones,Accessories,South,2,2500,0.1,4500.0,2700,website
ORD00779,01/01/2025,CUST1090,Webcam,Accessories,South ,5,3200,0.15,13600.0,9500,App
ORD00780,2025-04-12,CUST1383,Monitor,Electronics,EAST,4,12000,0.2,38400.0,30400,App
ORD00781,2025-05-13,CUST1141,Monitor,Electronics,North,6,12000,5%,68400.0,45600,APP
ORD00782,2025-05-01,CUST1049,Monitor,Electronics,EAST,1,12000,0,12000,7600,Website
ORD00783,07-12-2025,CUST1189,Keyboard,Accessories,East,4,1500,0.15,5100.0,3400,Marketplace
ORD00784,05-03-2025,CUST1412,Webcam,Accessories,West,4,3200,20%,10240.0,7600,website
ORD00785,13/03/2025,CUST1188,Monitor,Electronics,South ,5,12000,0.1,54000.0,38000,website
ORD00786,2025-09-21,CUST1413,Mouse,Accessories,South ,1,800,10%,720.0,420,website
ORD00787,2025/04/30,CUST1337,Webcam,Accessories,North,6,3200,0.2,15360.0,11400,website
ORD00788,2025-05-31,CUST1065,Smartphone,Electronics,North,5,28000,0.2,112000.0,102500,Marketplace
ORD00789,11/12/2025,CUST1124,Tablet,Electronics,EAST,2,22000,0.15,37400.0,31000,Website
ORD00790,24/02/2025,CUST1368,Laptop,Electronics,West,2,55000,0.1,99000.0,72000,Website
ORD00791,2025-12-07,CUST1329,Tablet,Electronics,South ,1,22000,0.1,19800.0,15500,website
ORD00792,2025-12-01,CUST1045,Webcam,Accessories,north,2,3200,0.05,6080.0,3800,App
ORD00793,01/03/2025,CUST1433,Smartphone,Electronics,West,-1,28000,0.15,-23800.0,-20500,Marketplace
ORD00794,2025-07-06,CUST1275,Smartphone,Electronics,East,5,28000,0.2,112000.0,102500,App
ORD00795,2025-06-01,CUST1306,Tablet,Electronics,north,2,22000,0.2,35200.0,31000,Website
ORD00796,2025/05/21,CUST1030,Tablet,Electronics,East,6,22000,0.05,125400.0,93000,App
ORD00797,2025/04/18,CUST1372,Mouse,Accessories,EAST,6,800,0,4800,2520,App
ORD00798,2025/01/12,CUST1036,Headphones,Accessories,East,4,2500,0.15,8500.0,5400,Marketplace
ORD00799,2025-12-23,CUST1435,Webcam,Accessories,East,1,3200,0.05,3040.0,1900,website
ORD00800,02/12/2025,CUST1411,Smartphone,Electronics,South ,4,28000,0.15,95200.0,82000,Website
ORD00801,05/07/2025,CUST1028,Monitor,Electronics,West,6,12000,0.05,68400.0,45600,App
ORD00802,2025/01/27,CUST1125,Headphones,Accessories,South,5,2500,0.15,10625.0,6750,website
ORD00803,2025-09-08,CUST1398,Smartphone,Electronics,EAST,6,28000,0.15,142800.0,123000,website
ORD00804,2025/05/21,CUST1328,Tablet,Electronics,north,3,22000,0,66000,46500,App
ORD00805,2025/01/12,CUST1330,Tablet,Electronics,East,3,22000,0,66000,46500,APP
ORD00806,2025-03-06,CUST1201,Monitor,Electronics,north,6,12000,0.2,57600.0,45600,APP
ORD00807,08/09/2025,CUST1002,Monitor,Electronics,EAST,2,12000,0,24000,15200,Marketplace
ORD00808,2025-03-04,CUST1043,Mouse,Accessories,north,6,800,5%,4560.0,2520,Marketplace
ORD00809,07-06-2025,CUST1337,Webcam,Accessories,South,6,3200,0,19200,11400,APP
ORD00810,2025-09-09,CUST1121,Headphones,Accessories,South,5,2500,0.2,10000.0,6750,Marketplace
ORD00811,2025/04/21,CUST1038,Mouse,Accessories,East,5,800,0.1,3600.0,2100,website
ORD00812,29/11/2025,CUST1274,Tablet,,South ,1,22000,0.1,19800.0,15500,Marketplace
ORD00813,21/11/2025,CUST1214,Mouse,Accessories,East,6,800,0.1,4320.0,2520,website
ORD00814,2025/07/14,CUST1033,Mouse,Accessories,North,1,800,0.1,720.0,420,Marketplace
ORD00815,20/06/2025,CUST1193,Mouse,Accessories,EAST,3,800,0%,2400,1260,Website
ORD00816,03-31-2025,CUST1282,Keyboard,Accessories,North,5,1500,15%,6375.0,4250,Website
ORD00817,2025/03/29,CUST1244,Webcam,Accessories,East,2,3200,0.1,5760.0,3800,Website
ORD00818,12-18-2025,CUST1027,Smartphone,Electronics,South ,6,28000,0.05,159600.0,123000,Marketplace
ORD00819,2025/12/29,CUST1257,Webcam,Accessories,West,6,3200,0.15,16320.0,11400,APP
ORD00820,2025-04-28,CUST1039,Monitor,Electronics,North,3,12000,0.15,30600.0,22800,App
ORD00821,22/10/2025,CUST1245,Keyboard,Accessories,South ,-2,1500,0.15,-2550.0,-1700,APP
ORD00822,2025/12/24,CUST1359,Laptop,Electronics,East,5,55000,0.05,261250.0,180000,App
ORD00823,05/12/2025,CUST1089,Laptop,Electronics,EAST,5,55000,0.15,233750.0,180000,App
ORD00824,09-21-2025,CUST1347,Webcam,Accessories,north,4,3200,0.15,10880.0,7600,Website
ORD00825,2025/05/29,CUST1111,Keyboard,Accessories,South ,3,1500,5%,4275.0,2550,APP
ORD00826,01-19-2025,CUST1181,Tablet,Electronics,East,1,22000,10%,19800.0,15500,App
ORD00827,25/07/2025,CUST1210,Monitor,Electronics,West,4,12000,0.15,40800.0,30400,Website
ORD00828,21/03/2025,CUST1274,Mouse,Accessories,North,4,800,0.15,2720.0,1680,website
ORD00829,03/12/2025,CUST1056,Smartphone,Electronics,North,3,28000,15%,71400.0,61500,App
ORD00830,07-22-2025,CUST1060,Headphones,Accessories,north,1,2500,0.05,2375.0,1350,website
ORD00831,2025/12/16,CUST1067,Headphones,Accessories,North,4,2500,0.2,8000.0,5400,Website
ORD00832,2025/03/06,CUST1305,Laptop,Electronics,West,6,55000,5%,313500.0,216000,website
ORD00833,29/05/2025,CUST1127,Monitor,Electronics,North,4,12000,0.05,45600.0,30400,Marketplace
ORD00834,25/12/2025,CUST1096,Webcam,Accessories,north,2,3200,0.15,5440.0,3800,App
ORD00835,2025/04/28,CUST1009,Webcam,Accessories,North,1,3200,0.1,2880.0,1900,Website
ORD00836,2025-07-14,CUST1261,Keyboard,Accessories,North,6,1500,0.05,8550.0,5100,Marketplace
ORD00837,26/02/2025,CUST1020,Keyboard,accessories,South ,3,1500,0.15,3825.0,2550,Marketplace
ORD00838,2025/04/19,CUST1186,Keyboard,Accessories,North,5,1500,0,7500,4250,Website
ORD00839,12-09-2025,CUST1121,Smartphone,Electronics,South,3,28000,0.1,75600.0,61500,APP
ORD00840,16/07/2025,CUST1098,Monitor,Electronics,North,2,12000,0.2,19200.0,15200,Website
ORD00841,07/10/2025,CUST1022,Keyboard,Accessories,West,6,1500,0.15,7650.0,5100,APP
ORD00842,2025/12/31,CUST1034,Headphones,Accessories,north,3,2500,0.15,6375.0,4050,APP
ORD00843,2025-01-12,CUST1406,Keyboard,Accessories,South,6,1500,0.05,8550.0,5100,website
ORD00844,2025/09/11,CUST1205,Monitor,Electronics,South,2,12000,0.15,20400.0,15200,App
ORD00845,2025/01/02,CUST1257,Mouse,Accessories,north,5,800,0,4000,2100,Marketplace
ORD00846,05/06/2025,CUST1149,Keyboard,Accessories,South,5,1500,0,7500,4250,Marketplace
ORD00847,2025-03-10,CUST1000,Laptop,Electronics,South ,6,55000,0.05,313500.0,216000,APP
ORD00848,07-08-2025,CUST1029,Keyboard,Accessories,North,6,1500,0.05,8550.0,5100,Marketplace
ORD00849,2025-04-23,CUST1369,Smartphone,Electronics,West,3,28000,0,84000,61500,Marketplace
ORD00850,2025/11/17,CUST1079,Mouse,Accessories,South ,4,800,0.05,3040.0,1680,website
ORD00851,08/07/2025,CUST1096,Tablet,Electronics,South ,1,22000,0.15,18700.0,15500,App
ORD00852,28/11/2025,CUST1035,Keyboard,Accessories,West,2,1500,0.05,2850.0,1700,App
ORD00853,2025-08-21,CUST1308,Monitor,Electronics,West,6,12000,0.2,57600.0,45600,Website
ORD00854,2025-02-26,CUST1405,Laptop,Electronics,EAST,2,55000,0.05,104500.0,72000,Website
ORD00855,2025/10/05,CUST1417,Headphones,Accessories,East,6,2500,0,15000,8100,website
ORD00856,2025-03-21,CUST1278,Keyboard,Accessories,north,6,1500,0.2,7200.0,5100,website
ORD00857,03-14-2025,CUST1115,Mouse,Accessories,South ,1,800,0.05,760.0,420,website
ORD00858,12-18-2025,CUST1182,Monitor,Electronics,East,4,12000,0.05,45600.0,30400,Website
ORD00859,04/07/2025,CUST1347,Laptop,Electronics,South ,5,55000,0.05,261250.0,180000,Marketplace
ORD00860,2025-11-16,CUST1403,Monitor,electronics,South,3,12000,0.15,30600.0,22800,App
ORD00861,2025/06/13,CUST1372,Tablet,Electronics,North,6,22000,0.15,112200.0,93000,Marketplace
ORD00862,2025/03/07,CUST1308,Webcam,Accessories,East,3,3200,0.1,8640.0,5700,App
ORD00863,01/12/2025,CUST1196,Webcam,Accessories,South ,5,3200,0.15,13600.0,9500,website
ORD00864,09-27-2025,CUST1285,Mouse,Accessories,South,-1,800,0,-800,-420,Website
ORD00865,2025/01/31,CUST1124,Smartphone,Electronics,South,3,28000,0.15,71400.0,61500,Website
ORD00866,2025-03-12,CUST1359,Smartphone,Electronics,north,4,28000,0,112000,82000,Website
ORD00867,2025-09-02,CUST1006,Smartphone,Electronics,EAST,1,28000,0.05,26600.0,20500,website
ORD00868,2025/03/18,CUST1369,Smartphone,Electronics,EAST,6,28000,0.2,134400.0,123000,Website
ORD00869,27/05/2025,CUST1005,Laptop,Electronics,West,6,55000,0,330000,216000,website
ORD00870,11/10/2025,CUST1139,Keyboard,Accessories,north,5,1500,0.2,6000.0,4250,website
ORD00871,2025-03-06,CUST1418,Webcam,Accessories,West,5,3200,0,16000,9500,Marketplace
ORD00872,01/12/2025,CUST1138,Webcam,Accessories,North,2,3200,0,6400,3800,Marketplace
ORD00873,2025-11-05,CUST1387,Mouse,Accessories,South,3,800,0.05,2280.0,1260,APP
ORD00874,2025-04-14,CUST1288,Laptop,Electronics,West,2,55000,10%,99000.0,72000,Website
ORD00875,25/01/2025,CUST1161,Keyboard,Accessories,South ,1,1500,0.1,1350.0,850,Marketplace
ORD00876,08/03/2025,CUST1012,Monitor,Electronics,West,3,12000,0.15,30600.0,22800,website
ORD00877,28/10/2025,CUST1110,Smartphone,Electronics,South ,2,28000,15%,47600.0,41000,App
ORD00878,2025/03/24,CUST1020,Headphones,Accessories,EAST,4,2500,0.05,9500.0,5400,website
ORD00879,2025-05-03,CUST1073,Monitor,Electronics,East,2,12000,0.2,19200.0,15200,APP
ORD00880,02-14-2025,CUST1295,Tablet,Electronics,North,3,22000,0.05,62700.0,46500,Website
ORD00881,2025/04/02,CUST1332,Tablet,Electronics,North,3,22000,0.15,56100.0,46500,APP
ORD00882,07/09/2025,CUST1225,Keyboard,Accessories,EAST,4,1500,0.15,5100.0,3400,APP
ORD00883,2025-06-10,CUST1317,Webcam,Accessories,North,5,3200,0.15,13600.0,9500,App
ORD00884,2025-12-25,CUST1114,Smartphone,Electronics,West,1,28000,0.1,25200.0,20500,Website
ORD00885,2025/06/28,CUST1393,Tablet,Electronics,West,1,22000,0,22000,15500,Marketplace
ORD00886,03/02/2025,CUST1240,Tablet,Electronics,South,2,22000,15%,37400.0,31000,Marketplace
ORD00887,18/10/2025,CUST1027,Webcam,Accessories,North,1,3200,0.1,2880.0,1900,website
ORD00888,05-19-2025,CUST1447,Smartphone,Electronics,EAST,1,28000,5%,26600.0,20500,website
ORD00889,09-26-2025,CUST1385,Keyboard,Accessories,South,2,1500,0%,3000,1700,Marketplace
ORD00890,2025/08/03,CUST1421,Smartphone,electronics,EAST,6,28000,0.15,142800.0,123000,APP
ORD00891,12/04/2025,CUST1255,Smartphone,Electronics,North,3,28000,10%,75600.0,61500,website
ORD00892,2025-05-15,CUST1018,Laptop,Electronics,South,4,55000,0.05,209000.0,144000,website
ORD00893,23/12/2025,CUST1347,Smartphone,Electronics,North,5,28000,0.15,119000.0,102500,Marketplace
ORD00894,2025/07/06,CUST1211,Keyboard,Accessories,East,5,1500,0,7500,4250,APP
ORD00895,07/08/2025,CUST1277,Headphones,Accessories,East,1,2500,0.05,2375.0,1350,website
ORD00896,2025/11/21,CUST1053,Monitor,Electronics,EAST,1,12000,0%,12000,7600,APP
ORD00897,2025/10/06,CUST1108,Tablet,Electronics,West,5,22000,0.2,88000.0,77500,APP
ORD00898,2025/07/15,CUST1420,Tablet,Electronics,EAST,1,22000,0.1,19800.0,15500,website
ORD00899,01-04-2025,CUST1429,Mouse,Accessories,West,5,800,0.1,3600.0,2100,App
ORD00900,01-03-2025,CUST1171,Laptop,Electronics,north,1,55000,0.05,52250.0,36000,website
ORD00901,2025/05/04,CUST1065,Mouse,Accessories,West,5,800,0.15,3400.0,2100,App
ORD00902,2025-07-26,CUST1323,Smartphone,Electronics,West,4,28000,5%,106400.0,82000,Marketplace
ORD00903,2025-10-11,CUST1316,Mouse,Accessories,North,-1,800,0%,-800,-420,APP
ORD00904,15/07/2025,CUST1152,Smartphone,Electronics,EAST,4,28000,0.1,100800.0,82000,App
ORD00905,2025-07-13,CUST1056,Laptop,Electronics,north,3,55000,0,165000,108000,Website
ORD00906,24/02/2025,CUST1200,Keyboard,Accessories,EAST,2,1500,0%,3000,1700,Website
ORD00907,2025/07/31,CUST1413,Monitor,Electronics,East,2,12000,0.15,20400.0,15200,Website
ORD00908,2025-04-02,CUST1081,Laptop,Electronics,East,1,55000,0.1,49500.0,36000,Website
ORD00909,04-09-2025,CUST1058,Laptop,Electronics,North,5,55000,0.2,220000.0,180000,Marketplace
ORD00910,03-12-2025,CUST1362,Smartphone,Electronics,East,3,28000,0.1,75600.0,61500,website
ORD00911,09-11-2025,CUST1201,Webcam,Accessories,EAST,2,3200,0.1,5760.0,3800,APP
ORD00912,06-09-2025,CUST1417,Mouse,Accessories,North,6,800,0.15,4080.0,2520,APP
ORD00913,07-16-2025,CUST1300,Headphones,Accessories,north,3,2500,0,7500,4050,APP
ORD00914,30/06/2025,CUST1037,Monitor,Electronics,East,2,12000,0.1,21600.0,15200,Marketplace
ORD00915,03-16-2025,CUST1119,Laptop,Electronics,West,3,55000,0,165000,108000,Marketplace
ORD00916,2025-11-05,CUST1293,Mouse,Accessories,West,1,800,0.2,640.0,420,website
ORD00917,2025/06/12,CUST1061,Mouse,Accessories,South,1,800,0.15,680.0,420,APP
ORD00918,2025-06-17,CUST1236,Mouse,Accessories,EAST,5,800,0,4000,2100,website
ORD00919,2025/01/19,CUST1370,Laptop,Electronics,East,3,55000,0%,165000,108000,Marketplace
ORD00920,2025/07/24,CUST1252,Headphones,Accessories,North,4,2500,20%,8000.0,5400,Marketplace
ORD00921,2025/11/13,CUST1115,Mouse,Accessories,South,1,800,0,800,420,Marketplace
ORD00922,2025-10-03,CUST1135,Laptop,Electronics,north,3,55000,0%,165000,108000,website
ORD00923,19/05/2025,CUST1385,Smartphone,Electronics,EAST,5,28000,15%,119000.0,102500,website
ORD00924,2025/11/23,CUST1143,Monitor,Electronics,South ,5,12000,0.2,48000.0,38000,website
ORD00925,26/04/2025,CUST1337,Keyboard,Accessories,EAST,6,1500,0,9000,5100,App
ORD00926,2025/12/22,CUST1096,Tablet,Electronics,East,1,22000,5%,20900.0,15500,App
ORD00927,2025-10-30,CUST1066,Headphones,Accessories,East,3,2500,0.15,6375.0,4050,website
ORD00928,08-20-2025,CUST1445,Mouse,Accessories,North,4,800,5%,3040.0,1680,App
ORD00929,2025-08-25,CUST1243,Monitor,Electronics,West,2,12000,0,24000,15200,Marketplace
ORD00930,2025/05/16,CUST1260,Monitor,Electronics,West,3,12000,0.15,30600.0,22800,Marketplace
ORD00931,09/07/2025,CUST1304,Webcam,Accessories,north,6,3200,0.15,16320.0,11400,website
ORD00932,2025-09-23,CUST1018,Laptop,Electronics,South,6,55000,0.05,313500.0,216000,Website
ORD00933,09-30-2025,CUST1253,Mouse,Accessories,EAST,5,800,0.15,3400.0,2100,App
ORD00934,2025/06/27,CUST1378,Keyboard,Accessories,South ,6,1500,0%,9000,5100,App
ORD00935,2025-03-29,CUST1341,Monitor,Electronics,East,2,12000,0.05,22800.0,15200,Website
ORD00936,2025-04-01,CUST1250,Monitor,Electronics,West,2,12000,0,24000,15200,Website
ORD00937,2025-01-24,CUST1051,Keyboard,Accessories,South ,2,1500,0.2,2400.0,1700,Marketplace
ORD00938,2025/08/20,CUST1006,Headphones,Accessories,East,5,2500,0.1,11250.0,6750,Marketplace
ORD00939,2025-09-23,CUST1075,Tablet,Electronics,EAST,1,22000,0.1,19800.0,15500,App
ORD00940,2025/12/04,CUST1184,Tablet,Electronics,North,1,22000,0.05,20900.0,15500,App
ORD00941,13/07/2025,CUST1135,Keyboard,Accessories,East,6,1500,0.2,7200.0,5100,Marketplace
ORD00942,07-20-2025,CUST1427,Keyboard,Accessories,West,3,1500,5%,4275.0,2550,website
ORD00943,18/10/2025,CUST1267,Monitor,Electronics,north,1,12000,0.15,10200.0,7600,APP
ORD00944,2025-12-07,CUST1111,Tablet,Electronics,north,3,22000,0,66000,46500,Website
ORD00945,28/01/2025,CUST1179,Laptop,Electronics,EAST,-2,55000,0.1,-99000.0,-72000,APP
ORD00946,2025/12/07,CUST1299,Monitor,Electronics,East,6,12000,0.1,64800.0,45600,App
ORD00947,2025-01-17,CUST1133,Headphones,Accessories,north,2,2500,0.15,4250.0,2700,Marketplace
ORD00948,30/03/2025,CUST1213,Headphones,Accessories,East,5,2500,0.05,11875.0,6750,Marketplace
ORD00949,2025/02/13,CUST1049,Tablet,Electronics,West,5,22000,0.05,104500.0,77500,Marketplace
ORD00950,2025/09/15,CUST1236,Headphones,Accessories,north,4,2500,0.1,9000.0,5400,Website
ORD00951,08-04-2025,CUST1065,Smartphone,Electronics,north,5,28000,0.1,126000.0,102500,Marketplace
ORD00952,2025/01/28,CUST1429,Webcam,Accessories,North,6,3200,0,19200,11400,Marketplace
ORD00953,2025-11-29,CUST1062,Monitor,Electronics,South ,3,12000,0.2,28800.0,22800,APP
ORD00954,28/01/2025,CUST1154,Smartphone,Electronics,South ,5,28000,0.15,119000.0,102500,Website
ORD00955,2025-09-06,CUST1266,Mouse,Accessories,South,1,800,0%,800,420,Website
ORD00956,2025/08/31,CUST1094,Tablet,Electronics,EAST,4,22000,0,88000,62000,APP
ORD00957,2025-05-14,CUST1094,Tablet,Electronics,South ,6,22000,0.2,105600.0,93000,App
ORD00958,2025/03/29,CUST1188,Mouse,Accessories,West,4,800,0.15,2720.0,1680,website
ORD00959,2025/12/24,CUST1005,Webcam,Accessories,North,4,3200,5%,12160.0,7600,APP
ORD00960,2025-08-16,CUST1081,Headphones,Accessories,EAST,2,2500,0.15,4250.0,2700,APP
ORD00961,04-18-2025,CUST1235,Webcam,Accessories,EAST,5,3200,0,16000,9500,App
ORD00962,23/05/2025,CUST1294,Webcam,Accessories,north,1,3200,0.15,2720.0,1900,APP
ORD00963,2025/05/13,CUST1034,Headphones,Accessories,EAST,5,2500,0.2,10000.0,6750,App
ORD00964,29/04/2025,CUST1053,Monitor,Electronics,South,4,12000,0.15,40800.0,30400,website
ORD00965,08-04-2025,CUST1310,Keyboard,Accessories,North,1,1500,0,1500,850,App
ORD00966,14/06/2025,CUST1100,Tablet,Electronics,West,4,22000,0.05,83600.0,62000,Marketplace
ORD00967,2025-04-26,CUST1322,Smartphone,Electronics,North,4,28000,0.2,89600.0,82000,App
ORD00968,01-18-2025,CUST1094,Laptop,Electronics,South ,3,55000,0.15,140250.0,108000,APP
ORD00969,12/09/2025,CUST1410,Mouse,Accessories,West,5,800,0.15,3400.0,2100,website
ORD00970,2025-02-06,CUST1307,Smartphone,Electronics,North,5,28000,10%,126000.0,102500,App
ORD00971,29/05/2025,CUST1436,Headphones,Accessories,north,1,2500,0.05,2375.0,1350,APP
ORD00972,06-09-2025,CUST1334,Laptop,Electronics,East,5,55000,0,275000,180000,website
ORD00973,2025-05-14,CUST1120,Laptop,Electronics,EAST,2,55000,0.05,104500.0,72000,APP
ORD00974,2025-11-09,CUST1282,Laptop,Electronics,South,3,55000,0,165000,108000,Marketplace
ORD00975,01-22-2025,CUST1400,Tablet,Electronics,South,5,22000,0.05,104500.0,77500,Website
ORD00976,2025-01-29,CUST1282,Mouse,Accessories,West,5,800,0.2,3200.0,2100,website
ORD00977,12-23-2025,CUST1180,Webcam,Accessories,West,5,3200,5%,15200.0,9500,Website
ORD00978,2025-05-02,CUST1410,Laptop,electronics,South ,2,55000,0.15,93500.0,72000,App
ORD00979,30/01/2025,CUST1149,Smartphone,Electronics,West,4,28000,0.05,106400.0,82000,website
ORD00980,12-03-2025,CUST1439,Monitor,Electronics,South ,1,12000,0.1,10800.0,7600,Marketplace
ORD00981,2025-07-07,CUST1027,Mouse,Accessories,West,5,800,0.1,3600.0,2100,APP
ORD00982,06/09/2025,CUST1062,Mouse,Accessories,EAST,2,800,0.2,1280.0,840,App
ORD00983,2025-01-19,CUST1138,Tablet,Electronics,West,6,22000,0.15,112200.0,93000,Marketplace
ORD00984,2025-02-13,CUST1114,Webcam,Accessories,South,4,3200,0,12800,7600,website
ORD00985,09-30-2025,CUST1424,Keyboard,Accessories,EAST,1,1500,0.2,1200.0,850,APP
ORD00986,04-21-2025,CUST1439,Webcam,Accessories,north,4,3200,0,12800,7600,website
ORD00987,06/08/2025,CUST1067,Keyboard,Accessories,East,2,1500,0.15,2550.0,1700,Marketplace
ORD00988,02-13-2025,CUST1137,Keyboard,Accessories,EAST,3,1500,0.2,3600.0,2550,APP
ORD00989,2025-01-07,CUST1238,Headphones,Accessories,East,3,2500,0.05,7125.0,4050,website
ORD00990,11-23-2025,CUST1032,Webcam,Accessories,East,1,3200,0.2,2560.0,1900,Marketplace
ORD00991,2025-05-13,CUST1119,Mouse,Accessories,North,6,800,0.05,4560.0,2520,App
ORD00992,2025-12-17,CUST1365,Tablet,Electronics,East,5,22000,10%,99000.0,77500,Website
ORD00993,2025/12/14,CUST1057,Laptop,Electronics,South,5,55000,0.05,261250.0,180000,App
ORD00994,06-16-2025,CUST1310,Webcam,Accessories,East,1,3200,0.15,2720.0,1900,website
ORD00995,30/11/2025,CUST1302,Keyboard,Accessories,north,5,1500,0,7500,4250,App
ORD00996,10/06/2025,CUST1195,Headphones,Accessories,South ,2,2500,0.15,4250.0,2700,Website
ORD00997,2025-02-09,CUST1310,Webcam,Accessories,north,5,3200,0,16000,9500,APP
ORD00998,08-14-2025,CUST1118,Mouse,Accessories,South ,5,800,0.1,3600.0,2100,Website
ORD00999,12-21-2025,CUST1334,Webcam,Accessories,South,3,3200,0,9600,5700,website
ORD01000,03/08/2025,CUST1310,Smartphone,Electronics,East,5,28000,0.05,133000.0,102500,Marketplace
ORD01001,10/06/2025,CUST1092,Webcam,Accessories,North,4,3200,0.2,10240.0,7600,App
ORD01002,2025/03/03,CUST1012,Tablet,Electronics,North,6,22000,0,132000,93000,App
ORD01003,21/09/2025,CUST1364,Webcam,Accessories,East,4,3200,0.1,11520.0,7600,Marketplace
ORD01004,2025/10/30,CUST1209,Monitor,Electronics,South ,6,12000,0%,72000,45600,website
ORD01005,2025-05-29,CUST1077,Smartphone,Electronics,north,6,28000,0.05,159600.0,123000,APP
ORD01006,07-09-2025,CUST1395,Tablet,Electronics,East,4,22000,0.1,79200.0,62000,website
ORD01007,24/06/2025,CUST1021,Webcam,Accessories,South ,3,3200,0.1,8640.0,5700,App
ORD01008,08-09-2025,CUST1249,Headphones,Accessories,South,1,2500,0.1,2250.0,1350,Marketplace
ORD01009,13/05/2025,CUST1014,Monitor,Electronics,North,2,12000,0.1,21600.0,15200,APP
ORD01010,2025/10/03,CUST1374,Tablet,Electronics,South,1,22000,0.1,19800.0,15500,website
ORD01011,01/06/2025,CUST1142,Monitor,Electronics,North,4,12000,0.15,40800.0,30400,Marketplace
ORD01012,02-10-2025,CUST1232,Mouse,Accessories,north,6,800,0,4800,2520,Website
ORD01013,12-28-2025,CUST1097,Laptop,Electronics,South ,4,55000,0,220000,144000,Website
ORD01014,21/11/2025,CUST1135,Mouse,Accessories,West,2,800,0.2,1280.0,840,App
ORD01015,12/09/2025,CUST1001,Mouse,Accessories,West,6,800,0,4800,2520,APP
ORD01016,09/11/2025,CUST1326,Smartphone,Electronics,north,1,28000,0.15,23800.0,20500,App
ORD01017,06-03-2025,CUST1278,Keyboard,Accessories,North,6,1500,0.15,7650.0,5100,App
